,name,keywords
58,Crimea Blue,Cinnamon Spicy Head Blueberry Relaxing Body Couch Lock Exhilarating Narcotic Sour Nervous / Fidgety Strawberry Dairy Chocolate Sugar Thought provoking Pine Fruity Sweet Herbs Uplifting Sour Cream Calming Acidic Organic Appetizing Hot Sleepy Honey Sweet Lemon Cocoa Bitter Cranberry Citrus Activate Mustard Hashish Berry Blackberry Orange Blood Orange Cedarwood Coffee Licorice
59,Lemon OG Kush,Stress Spicy Head Meditativ Microbiological Relaxing Body Couch Lock Exhilarating Narcotic Sour Lemon Sugar Thought provoking Pine Sweet Uplifting Calming Acidic Appetizing Sleepy Pain numbing Dizzy Lemon Grass Sweet Lemon Bitter Citrus Activate Orange Blossom Earth Hashish Orange Floral Chemical Diesel Energetic
60,Kushberry,Pineapple Cinnamon Spicy Head Blueberry Grapefruit Meditativ Spacy / Confusedly Relaxing Body Couch Lock Mango Tangerine Pepper Sour Exhilarating Narcotic Lemon Thought provoking Fruity Sweet Herbs Uplifting Calming Appetizing Psychedelic Raspberry Hot Sleepy Pain numbing Sweet Lemon Aphrodisiac Citrus Activate Hashish Tropical Berry Blackberry Orange Floral Nectar
61,White Widow,Lilac Pineapple Jasmine Spicy Head Meditativ Violet Spearmint Microbiological Relaxing Thyme Body Couch Lock Pepper Exhilarating Narcotic Nervous / Fidgety Creeps Thought provoking Pine Fruity Musky Sweet Herbs Uplifting Calming Appetizing Fennel Psychedelic Hot Paranoia Sleepy Rose Pain numbing Alcohol Activate Orange Blossom Mustard Hashish Tropical Berry Floral Cedarwood Energetic Vanilla
62,Oasis,Bubble Gum Spicy Head Meditativ Spacy / Confusedly Microbiological Relaxing Body Couch Lock Narcotic Sour Metal Creeps Sugar Thought provoking Pine Fruity Musky Sweet Herbs Uplifting Calming Acidic Appetizing Psychedelic Cookie Dough Paranoia Sleepy Pain numbing Honey Dizzy Sweat Sweet Lemon Bitter Alcohol Citrus Earth Hashish Berry Chemical Floral
63,Carnival,Spicy Head Grapefruit Microbiological Body Mango Tangerine Sour Peach Lemon Sugar Pine Fruity Musky Sweet Herbs Grape Acidic Onion Organic Raspberry Hot Tar Lemon Grass Sandalwood Sweet Lemon Wood Bitter Citrus Earth Hashish Tropical Berry Orange Floral Chemical Cedarwood Apricot
64,8 Miles High,Spicy Head Meditativ Microbiological Relaxing Body Couch Lock Exhilarating Lime Sour Narcotic Nervous / Fidgety Strawberry Lemon Sugar Thought provoking Pine Fruity Sweet Uplifting Grape Calming Appetizing Psychedelic Hot Mint Pain numbing Aphrodisiac Citrus Activate Earth Hashish Tropical Berry Floral Energetic
65,Green-O-Matic,Bubble Gum Spicy Head Meditativ Spacy / Confusedly Microbiological Relaxing Body Couch Lock Narcotic Sour Rot Creeps Sugar Thought provoking Fruity Sweet Uplifting Calming Appetizing Psychedelic Light headed Sleepy Pain numbing Honey Dizzy Sandalwood Sweet Lemon Bitter Citrus Activate Earth Butterscotch Hashish Berry Chemical Cedarwood Diesel Energetic
66,Banana Split,Bubble Gum Spicy Coughsyrup BBQ Sauce Head Microbiological Body Cucumber Poison Tangerine Exhilarating Sour Rot Sugar Thought provoking Musky Fruity Mold Sweet Herbs Uplifting Organic Hot Racy Pain numbing Honey Cherry Blossom Bitter Activate Mustard Tropical Orange Chemical Glue Floral Energetic
67,Mohan Ram,Spicy Head Meditativ Spearmint Microbiological Relaxing Spacy / Confusedly Body Couch Lock Exhilarating Narcotic Sour Thought provoking Pine Fruity Sweet Herbs Uplifting Calming Acidic Onion Organic Appetizing Psychedelic Hot Sleepy Dizzy Bitter Citrus Earth Hashish Tropical Berry Floral Nectar Licorice Vanilla
68,Black Jack,Bubble Gum Jasmine Spicy Head Spacy / Confusedly Microbiological Relaxing Body Pepper Lime Sour Narcotic Nervous / Fidgety Thought provoking Pine Fruity Musky Sweet Herbs Uplifting Calming Psychedelic Racy Sweat Sandalwood Sweet Lemon Wood Bitter Aphrodisiac Citrus Activate Earth Tropical Floral Cedarwood Licorice Energetic
69,BubbleGummer,Bubble Gum Spicy Head Grapefruit Spearmint Cheese Relaxing Body Pepper Exhilarating Lime Sour Lemon Dairy Pine Fruity Passion Fruit Sweet Herbs Calming Acidic Appetizing Hot Tar Mint Sweet Lemon Bitter Citrus Hashish Tropical Berry Chemical Floral Diesel Hot Milk
70,DarkStar,Stress Spicy Cloves Head Meditativ Cheese Relaxing Body Couch Lock Exhilarating Narcotic Sour Dairy Tobacco Pine Sweet Herbs Butter Sour Cream Calming Organic Psychedelic Hot Mint Light headed Sleepy Salty Pain numbing Honey Dizzy Sandalwood Bitter Chemical Whipped Cream Cedarwood Coffee Licorice Hot Milk
71,Cheese,Spicy Head Meditativ Cheese Microbiological Relaxing Body Couch Lock Pepper Exhilarating Narcotic Sour Lemon Dairy Thought provoking Sweet Herbs Uplifting Calming Acidic Organic Appetizing Hot Light headed Sleepy Pain numbing Wood Bitter Aphrodisiac Citrus Activate Hashish Floral Nectar Energetic
72,Jack 47,Spicy Coughsyrup Head Microbiological Relaxing Body Tangerine Pepper Mango Sour Exhilarating Narcotic Peach Apple Pine Fruity Sweet Herbs Uplifting Calming Light headed Sleepy Pain numbing Sweet Lemon Bitter Citrus Earth Hashish Tropical Orange Floral Chemical Cedarwood Energetic Apricot
73,Bleu Berries,Cinnamon Spicy Head Blueberry Meditativ Spacy / Confusedly Microbiological Relaxing Body Couch Lock Pepper Exhilarating Saffron Sour Narcotic Chocolate Thought provoking Pine Fruity Musky Sweet Herbs Calming Organic Appetizing Psychedelic Ginger Sleepy Wood Bitter Earth Hashish Berry Blackberry Orange Blood Orange Cedarwood Coffee
74,Moby Dick,Lilac Jasmine Spicy Head Meditativ Spacy / Confusedly Microbiological Relaxing Body Couch Lock Exhilarating Narcotic Sour Rot Thought provoking Pine Fruity Musky Sweet Herbs Uplifting Calming Acidic Appetizing Psychedelic Paranoia Light headed Sleepy Rose Pain numbing Dizzy Sweat Wood Aphrodisiac Citrus Activate Orange Blossom Earth Hashish Tropical Floral Energetic
75,Black D.O.G.,Spicy Head Blueberry Meditativ Spacy / Confusedly Microbiological Relaxing Body Couch Lock Poison Lime Sour Narcotic Lemon Sugar Thought provoking Fruity Sweet Uplifting Grape Calming Appetizing Psychedelic Raspberry Light headed Sleepy Pain numbing Honey Bitter Aphrodisiac Citrus Activate Earth Hashish Berry Blackberry Chemical Charcoal Plum Licorice
76,Big Bang,Lilac Head Meditativ Microbiological Relaxing Body Energetic Soda Poison Couch Lock Narcotic Sour Metal Rot Apple Tobacco Chalk Thought provoking Musky Fruity Sweet Uplifting Calming Acidic Vinegar Organic Appetizing Tar Rose Salty Pain numbing Wood Bitter Activate Earth Chemical Floral Charcoal Diesel Nuts
77,Cheese,Spicy Head Meditativ Cheese Microbiological Relaxing Body Couch Lock Sour Dairy Sugar Thought provoking Sweet Butter Uplifting Sour Cream Calming Appetizing Sleepy Pain numbing Honey Dizzy Sandalwood Wood Bitter Citrus Activate Earth Butterscotch Floral Cedarwood Hot Milk Energetic Vanilla
78,BCN Diesel,Lilac Bubble Gum Pineapple Spicy Head Grapefruit Spacy / Confusedly Violet Microbiological Body Exhilarating Sour Rot Thought provoking Musky Fruity Mold Sweet Herbs Uplifting Calming Acidic Appetizing Sleepy Racy Pain numbing Sweat Sweet Lemon Wood Bitter Aphrodisiac Citrus Activate Earth Tropical Chemical Floral Orange Diesel Energetic
79,Legends Ultimate Indica,Bubble Gum Spicy Cloves Head Meditativ Spacy / Confusedly Microbiological Relaxing Body Couch Lock Exhilarating Narcotic Apricot Tree Maple Pine Fruity Musky Sweet Herbs Uplifting Calming Appetizing Hot Mint Sleepy Pain numbing Honey Sandalwood Activate Leather Earth Hashish Floral Nectar Cedarwood Licorice Energetic
80,Peyote Purple,Bubble Gum Spicy Head Meditativ Spacy / Confusedly Microbiological Relaxing Body Couch Lock Pepper Narcotic Creeps Sugar Musky Fruity Mold Sweet Herbs Grape Calming Organic Psychedelic Light headed Sleepy Medicine Pain numbing Honey Sandalwood Bitter Earth Hashish Berry Chemical Floral Coffee Vanilla
81,Super Skunk,Spicy Basilicum Head Meditativ Spacy / Confusedly Microbiological Relaxing Body Couch Lock Exhilarating Narcotic Sour Peach Lemon Thought provoking Musky Fruity Sweet Herbs Uplifting Calming Acidic Appetizing Psychedelic Paranoia Sleepy Racy Dizzy Sandalwood Sweet Lemon Wood Aphrodisiac Citrus Activate Hashish Orange Floral
82,Amnesi-K,Spicy Head Meditativ Microbiological Relaxing Body Energetic Pepper Sour Dairy Tobacco Thought provoking Fruity Sweet Herbs Uplifting Calming Organic Appetizing Light headed Pain numbing Sandalwood Wood Bitter Earth Hashish Tropical Orange Blood Orange Cedarwood Hot Milk Tee
83,White Rhino,Spicy Head Blueberry Meditativ Microbiological Relaxing Body Couch Lock Narcotic Sour Nervous / Fidgety Rot Creeps Thought provoking Musky Fruity Sweet Uplifting Grape Calming Appetizing Raspberry Paranoia Sleepy Medicine Pain numbing Bitter Aphrodisiac Citrus Earth Hashish Berry Blackberry Chemical Floral Cherry Diesel
84,Erdbeer x Deep Chunk,Spicy Head Meditativ Microbiological Relaxing Body Couch Lock Pepper Lime Sour Narcotic Creeps Strawberry Lemon Musky Fruity Sweet Herbs Calming Organic Appetizing Psychedelic Hot Sleepy Medicine Pain numbing Lemon Grass Bitter Citrus Earth Hashish Sage Chives Berry Chemical Diesel
85,Morning Glory,Spicy Head Microbiological Body Pepper Exhilarating Lime Sour Rot Lemon Thought provoking Pine Musky Mold Herbs Psychedelic Tar Light headed Sweat Sandalwood Sweet Lemon Wood Bitter Aphrodisiac Citrus Activate Earth Hashish Chemical Diesel Energetic
86,Mi5,Stress Pineapple Spicy Head Meditativ Spacy / Confusedly Microbiological Relaxing Body Couch Lock Mango Exhilarating Sour Nervous / Fidgety Dairy Thought provoking Musky Fruity Sweet Herbs Uplifting Calming Acidic Appetizing Psychedelic Light headed Racy Pain numbing Dizzy Cherry Blossom Bitter Aphrodisiac Citrus Activate Earth Hashish Tropical Berry Chemical Floral Energetic
87,Hindu Kush,Spicy Head Meditativ Microbiological Relaxing Body Couch Lock Pepper Narcotic Sour Lemon Thought provoking Pine Musky Fruity Sweet Herbs Uplifting Calming Appetizing Psychedelic Hot Ginger Light headed Sleepy Pain numbing Dizzy Sandalwood Aphrodisiac Citrus Activate Hashish Floral Cedarwood Nectar Energetic
88,White Lemon,Spicy Head Cheese Microbiological Relaxing Body Mango Narcotic Sour Nervous / Fidgety Strawberry Peach Lemon Dairy Pine Fruity Sweet Uplifting Calming Appetizing Light headed Racy Sweat Citrus Earth Hashish Tropical Berry Orange Blood Orange Cedarwood
89,CBD Nordle,Garlic Spicy Head Microbiological Relaxing Body Couch Lock Pepper Sour Apricot Tree Sugar Musky Fruity Sweet Herbs Grape Calming Onion Organic Hot Mint Sleepy Rose Pain numbing Honey Wood Bitter Earth Hashish Chives Floral Nectar Licorice
90,Tutankhamon,Spicy Head Blueberry Meditativ Spacy / Confusedly Microbiological Relaxing Body Couch Lock Tangerine Exhilarating Narcotic Sour Apricot Tree Sugar Thought provoking Fruity Sweet Uplifting Calming Appetizing Raspberry Light headed Sleepy Rose Racy Pain numbing Honey Dizzy Cherry Blossom Aphrodisiac Cranberry Citrus Activate Orange Blossom Earth Butterscotch Berry Orange Floral Nectar Licorice Energetic
91,Afghan,Stress Spicy Cloves Head Meditativ Spacy / Confusedly Microbiological Relaxing Thyme Body Couch Lock Exhilarating Narcotic Nervous / Fidgety Rot Thought provoking Musky Sweet Herbs Uplifting Calming Appetizing Fennel Psychedelic Hot Mint Light headed Sleepy Racy Pain numbing Dizzy Wood Aphrodisiac Activate Leather Earth Hashish Sage Floral Nectar Licorice Energetic
92,A.M.S.,Spicy Dill Head Meditativ Spacy / Confusedly Microbiological Relaxing Body Couch Lock Tangerine Exhilarating Lime Sour Nervous / Fidgety Lemon Thought provoking Sweet Herbs Uplifting Calming Acidic Appetizing Psychedelic Hot Mint Light headed Sleepy Racy Sandalwood Sweet Lemon Citrus Activate Earth Butterscotch Sage Orange Blood Orange Cedarwood Energetic
93,Shark Shock,Spicy Head Grapefruit Relaxing Body Sour Sugar Fruity Sweet Herbs Uplifting Calming Vinegar Organic Psychedelic Hot Ginger Light headed Sleepy Bitter Aphrodisiac Citrus Activate Orange Blossom Chili Hashish Tropical Orange Floral Chemical Blood Orange Diesel Energetic
94,KC 33,Stress Spicy Head Meditativ Spacy / Confusedly Microbiological Relaxing Body Couch Lock Exhilarating Lime Sour Narcotic Creeps Peach Lemon Thought provoking Fruity Uplifting Passion Fruit Sweet Calming Appetizing Psychedelic Raspberry Paranoia Light headed Sleepy Racy Pain numbing Dizzy Lemon Grass Wood Citrus Activate Tropical Berry Floral Energetic
95,Blue Mistic,Spicy Head Blueberry Meditativ Spacy / Confusedly Relaxing Body Couch Lock Exhilarating Lime Sour Strawberry Maple Lemon Thought provoking Fruity Sweet Calming Psychedelic Hot Mint Sleepy Pain numbing Lemon Grass Sweet Lemon Aphrodisiac Citrus Orange Blossom Hashish Berry Blackberry Floral Cherry
96,Love Cheese,Bubble Gum Spicy Head Grapefruit Cheese Microbiological Relaxing Body Tangerine Exhilarating Narcotic Sour Strawberry Dairy Fruity Mold Passion Fruit Sweet Calming Light headed Sleepy Dizzy Sweet Lemon Cherry Blossom Wood Alcohol Aphrodisiac Citrus Tropical Berry Orange Floral Blood Orange Cedarwood
97,Amnesia XXL Autoflowering,Spicy Head Meditativ Spacy / Confusedly Microbiological Relaxing Body Couch Lock Pepper Narcotic Sour Nervous / Fidgety Lemon Dairy Pine Sweet Herbs Uplifting Sour Cream Acidic Organic Appetizing Psychedelic Hot Mint Light headed Paranoia Rose Sleepy Pain numbing Sandalwood Sweet Lemon Wood Bitter Citrus Activate Floral Cedarwood Nectar Energetic
98,Big Freeze,Spicy Head Meditativ Microbiological Relaxing Body Cucumber Couch Lock Exhilarating Lime Sour Banana Parsley Thought provoking Pine Fruity Sweet Herbs Uplifting Calming Organic Appetizing Fennel Sleepy Rose Pain numbing Lemon Grass Bitter Citrus Activate Earth Tropical Orange Floral Blood Orange Cedarwood Energetic Vanilla
99,Serious Kush,Spicy Microbiological Tangerine Lime Apricot Tree Sour Peach Apple Sugar Pine Fruity Sweet Acidic Cookie Dough Honey Sweet Lemon Bitter Citrus Earth Tropical Orange Floral Chemical Nectar Diesel Apricot
100,Lemon Skunk,Bubble Gum Stress Spicy Head Meditativ Microbiological Relaxing Body Couch Lock Exhilarating Narcotic Sour Nervous / Fidgety Lemon Thought provoking Musky Uplifting Sweet Calming Appetizing Psychedelic Light headed Sleepy Racy Pain numbing Honey Dizzy Lemon Grass Sweet Lemon Bitter Alcohol Aphrodisiac Citrus Activate Earth Energetic
101,Bubble Gum,Bubble Gum Spicy Basilicum Head Grapefruit Meditativ Spearmint Microbiological Relaxing Thyme Body Couch Lock Sour Rot Strawberry Sugar Thought provoking Musky Fruity Sweet Herbs Uplifting Calming Acidic Organic Appetizing Hot Sleepy Sweet Lemon Wood Bitter Citrus Activate Earth Hashish Berry Floral Nectar Energetic
102,Northern Light Blue Auto,Bubble Gum Spicy Head Blueberry Meditativ Microbiological Relaxing Body Couch Lock Exhilarating Narcotic Tobacco Thought provoking Pine Fruity Sweet Herbs Grape Uplifting Calming Organic Appetizing Psychedelic Light headed Sleepy Pain numbing Honey Dizzy Sandalwood Cocoa Bitter Aphrodisiac Activate Earth Hashish Tropical Berry Blackberry Cherry Plum Coffee Energetic
103,NYC Diesel,Bubble Gum Spicy Head Grapefruit Meditativ Spacy / Confusedly Microbiological Relaxing Peanut Body Couch Lock Energetic Exhilarating Lime Sour Lemon Thought provoking Musky Fruity Sweet Uplifting Calming Appetizing Light headed Sleepy Medicine Rosted Nuts Pain numbing Bitter Citrus Activate Tropical Chemical Floral Diesel Nuts
104,Star,Cinnamon Spicy BBQ Sauce Curry Head Microbiological Thyme Peanut Body Pepper Saffron Sour Maple Pistachio Macadamia Sweet Herbs Hot Fresh Nuts Rosted Nuts Hazelnut Sandalwood Wood Bitter Earth Mustard Hashish Sage Walnut Cedarwood Chestnut Nuts
105,CBD Therapy,Pineapple Spicy Cloves Dill Blueberry Body Couch Lock Mango Narcotic Sour Maple Lemon Fruity Kiwi Passion Fruit Sweet Herbs Calming Acidic Raspberry Hot Mint Sleepy Medicine Pain numbing Lemon Grass Bitter Cranberry Citrus Hashish Sage Tropical Berry Blackberry Chemical Floral Cantaloupe Nectar
106,Master Kush,Lilac Spicy Basilicum Head Blueberry Meditativ Spacy / Confusedly Microbiological Relaxing Thyme Body Couch Lock Pepper Narcotic Rot Maple Thought provoking Pine Fruity Musky Sweet Herbs Uplifting Calming Hot Sleepy Dizzy Wood Bitter Activate Orange Blossom Earth Marshmallow Berry Floral Vanilla
107,Strawberry Banana,Bubble Gum Head Meditativ Spacy / Confusedly Microbiological Relaxing Body Couch Lock Exhilarating Narcotic Sour Strawberry Dairy Banana Sugar Thought provoking Fruity Sweet Butter Sour Cream Calming Organic Light headed Sleepy Pain numbing Dizzy Bitter Aphrodisiac Earth Tropical Berry Floral
108,White Skunk,Spicy Head Meditativ Spearmint Microbiological Body Couch Lock Pepper Sour Nervous / Fidgety Lemon Thought provoking Musky Fruity Sweet Herbs Uplifting Calming Acidic Vinegar Organic Appetizing Psychedelic Hot Mint Sleepy Medicine Pain numbing Lemon Grass Bitter Aphrodisiac Citrus Activate Earth Berry Chemical Floral Orange Energetic
109,Big Bud,Stress Spicy Head Meditativ Spacy / Confusedly Microbiological Relaxing Body Soda Couch Lock Exhilarating Narcotic Sour Nervous / Fidgety Rot Creeps Lemon Thought provoking Musky Fruity Sweet Herbs Uplifting Calming Appetizing Psychedelic Hot Mint Light headed Paranoia Racy Sleepy Pain numbing Dizzy Sweat Aphrodisiac Citrus Activate Earth Mustard Tropical Energetic
110,Sensi Star,Spicy Head Meditativ Spacy / Confusedly Relaxing Body Couch Lock Exhilarating Narcotic Sour Thought provoking Pine Fruity Uplifting Sweet Calming Peanutbutter Appetizing Psychedelic Light headed Sleepy Pain numbing Sweet Lemon Bitter Citrus Activate Marshmallow Butterscotch Hashish Chemical Diesel Energetic
111,Strawberry Blue,Spicy Head Spacy / Confusedly Cheese Relaxing Body Couch Lock Narcotic Sour Nervous / Fidgety Strawberry Dairy Thought provoking Pine Fruity Uplifting Sweet Herbs Calming Acidic Appetizing Psychedelic Raspberry Hot Light headed Paranoia Racy Sleepy Pain numbing Dizzy Citrus Activate Berry Blackberry Energetic
112,Somango,Spicy Head Grapefruit Meditativ Spearmint Relaxing Body Energetic Couch Lock Mango Exhilarating Sour Pine Fruity Macadamia Sweet Herbs Passion Fruit Uplifting Calming Appetizing Hot Ginger Fresh Nuts Light headed Pain numbing Honey Sweet Lemon Cherry Blossom Bitter Aphrodisiac Citrus Activate Tropical Floral Cantaloupe Nectar Nuts
113,White Ice,Lilac Spicy Head Grapefruit Meditativ Spacy / Confusedly Cheese Microbiological Relaxing Body Couch Lock Exhilarating Lime Sour Narcotic Lemon Dairy Thought provoking Fruity Sweet Uplifting Calming Appetizing Psychedelic Sleepy Pain numbing Lemon Grass Bitter Aphrodisiac Citrus Activate Earth Hashish Floral
114,Durban,Spicy Basilicum Coughsyrup Head Spacy / Confusedly Microbiological Relaxing Body Exhilarating Sour Lemon Thought provoking Pine Sweet Herbs Uplifting Calming Appetizing Psychedelic Tar Light headed Racy Medicine Pain numbing Bitter Alcohol Aphrodisiac Citrus Activate Chemical Floral Glue Diesel Energetic
115,Wonder Woman,Bubble Gum Stress Cinnamon Spicy Head Grapefruit Meditativ Violet Relaxing Spacy / Confusedly Body Couch Lock Tangerine Exhilarating Lime Sour Narcotic Maple Lemon Sugar Thought provoking Pine Sweet Herbs Uplifting Appetizing Psychedelic Paranoia Light headed Sleepy Pain numbing Honey Lemon Grass Sweet Lemon Aphrodisiac Citrus Activate Orange Blossom Hashish Orange Floral Nectar Licorice Vanilla
